,Breaking&Entering,Stated intent with partner,Happened at night,Elements of assault identified,Elements of theft identified,Race,Stage of Legal Procedure,Sentencing
513,False,True,False,True,True,Black,Investigation,5
514,True,False,False,True,False,Hispanic,Initial Hearing/Arraignment,3
515,False,True,True,True,False,White,Initial Hearing/Arraignment,0
516,True,False,False,True,True,Black,Plea Bargaining,4
517,True,True,True,False,False,White,Plea Bargaining,0
518,True,True,False,False,False,Hispanic,Initial Hearing/Arraignment,5
519,False,True,False,False,False,Black,Plea Bargaining,4
520,False,False,False,True,True,Hispanic,Plea Bargaining,4
521,False,True,False,False,True,Hispanic,Plea Bargaining,2
522,False,True,False,False,False,Hispanic,Initial Hearing/Arraignment,2
523,True,True,False,True,True,Hispanic,Pre-Trial Motions,5
524,True,False,False,True,False,White,Investigation,3
525,True,True,True,False,True,Black,Investigation,1
526,False,True,True,False,False,Other,Pre-Trial Motions,3
527,False,False,False,False,True,Hispanic,Investigation,4
528,True,False,False,False,False,White,Initial Hearing/Arraignment,5
529,False,True,True,True,True,White,Plea Bargaining,1
530,False,True,False,False,True,Other,Pre-Trial Motions,1
531,False,True,False,True,False,Black,Pre-Trial Motions,5
532,False,False,True,False,True,Black,Plea Bargaining,3
533,False,True,True,True,True,Black,Plea Bargaining,4
534,True,True,True,True,True,White,Investigation,0
535,False,True,True,True,False,Other,Plea Bargaining,3
536,True,True,False,False,True,Hispanic,Initial Hearing/Arraignment,1
537,False,True,True,False,True,White,Investigation,1
538,False,False,True,False,False,Hispanic,Initial Hearing/Arraignment,5
539,False,True,True,False,True,White,Pre-Trial Motions,3
540,False,False,False,True,False,Black,Initial Hearing/Arraignment,5
541,True,True,True,True,True,Black,Plea Bargaining,5
542,True,True,False,False,True,Other,Pre-Trial Motions,4
543,True,True,True,False,True,White,Plea Bargaining,5
544,False,True,False,False,True,White,Investigation,4
545,False,False,True,True,True,Black,Plea Bargaining,0
546,False,False,True,False,True,White,Investigation,4
547,True,True,True,False,False,White,Initial Hearing/Arraignment,1
548,False,False,False,False,False,Other,Plea Bargaining,0
549,False,False,True,True,True,Hispanic,Pre-Trial Motions,1
550,False,False,False,True,True,Other,Initial Hearing/Arraignment,1
551,False,False,True,False,False,Black,Plea Bargaining,5
552,True,True,True,True,False,Other,Investigation,0
553,True,False,False,True,True,White,Plea Bargaining,2
554,True,True,False,False,True,Black,Plea Bargaining,5
555,True,True,False,True,True,Black,Plea Bargaining,5
556,False,False,False,False,True,Other,Investigation,0
557,False,False,False,True,False,Hispanic,Investigation,2
558,True,True,True,True,False,Black,Initial Hearing/Arraignment,5
559,True,False,False,False,False,Black,Plea Bargaining,5
560,True,False,False,True,False,Black,Investigation,3
561,False,True,True,True,True,Black,Investigation,5
562,False,False,False,False,False,Black,Investigation,4
563,False,True,False,False,False,Other,Pre-Trial Motions,2
564,False,True,True,True,True,White,Plea Bargaining,5
565,False,True,False,False,True,White,Investigation,2
566,False,True,True,False,False,Other,Pre-Trial Motions,3
567,False,False,False,False,True,Hispanic,Initial Hearing/Arraignment,0
568,False,False,False,True,True,Hispanic,Plea Bargaining,3
569,False,True,False,False,False,Black,Plea Bargaining,4
570,True,True,True,False,True,Black,Plea Bargaining,5
571,False,False,False,False,True,Hispanic,Plea Bargaining,3
572,False,False,False,True,True,Other,Initial Hearing/Arraignment,5
573,False,False,False,True,False,Black,Initial Hearing/Arraignment,3
574,True,False,True,True,False,White,Plea Bargaining,3
575,False,False,True,False,False,Other,Initial Hearing/Arraignment,5
576,True,True,True,True,True,Other,Investigation,5
577,False,False,True,True,False,Other,Initial Hearing/Arraignment,0
578,False,False,True,True,True,Black,Investigation,5
579,True,False,True,True,True,Hispanic,Investigation,4
580,True,False,False,False,True,Other,Investigation,1
581,False,False,True,True,False,White,Plea Bargaining,2
582,True,True,True,True,False,Black,Pre-Trial Motions,4
583,False,True,True,True,False,Other,Investigation,1
584,True,True,True,True,True,Black,Initial Hearing/Arraignment,3
585,True,True,False,False,True,Hispanic,Investigation,1
586,True,False,False,False,True,White,Initial Hearing/Arraignment,1
587,True,True,True,False,False,White,Initial Hearing/Arraignment,2
588,False,True,True,True,True,White,Pre-Trial Motions,0
589,False,True,False,True,False,Other,Initial Hearing/Arraignment,1
590,True,True,False,False,False,Hispanic,Plea Bargaining,0
591,True,False,False,True,True,Hispanic,Investigation,0
592,False,False,True,False,True,Hispanic,Pre-Trial Motions,3
593,True,True,False,True,False,Black,Investigation,4
594,False,False,False,False,True,Hispanic,Plea Bargaining,1
595,False,False,True,True,False,Black,Plea Bargaining,2
596,True,False,True,True,False,Black,Plea Bargaining,5
597,True,True,False,True,True,Other,Investigation,3
598,False,True,True,False,True,Hispanic,Pre-Trial Motions,3
599,True,False,True,True,False,White,Initial Hearing/Arraignment,2
600,False,False,True,True,True,Black,Pre-Trial Motions,5
601,True,False,False,False,False,Black,Plea Bargaining,1
602,True,False,False,True,False,Hispanic,Investigation,0
603,True,False,False,True,False,White,Investigation,0
604,True,False,True,True,False,White,Pre-Trial Motions,2
605,True,False,True,False,False,Hispanic,Plea Bargaining,0
606,True,True,True,False,True,Hispanic,Pre-Trial Motions,0
607,True,False,False,False,False,Hispanic,Plea Bargaining,1
608,False,False,True,True,True,White,Investigation,3
609,True,False,True,False,False,Hispanic,Pre-Trial Motions,0
610,True,False,False,True,False,Black,Investigation,1
611,True,True,False,False,False,Black,Pre-Trial Motions,2
612,False,False,True,False,True,Other,Plea Bargaining,2
613,True,False,True,False,True,Hispanic,Initial Hearing/Arraignment,3
614,True,False,False,True,True,Hispanic,Plea Bargaining,4
615,False,True,True,True,False,Hispanic,Pre-Trial Motions,4
616,True,True,True,True,True,White,Plea Bargaining,4
617,False,False,False,True,False,Hispanic,Initial Hearing/Arraignment,1
618,False,True,False,True,True,White,Investigation,0
619,True,False,True,True,True,Other,Investigation,3
620,True,True,True,True,False,Black,Investigation,4
621,False,False,True,True,True,Black,Initial Hearing/Arraignment,5
622,False,False,True,False,True,Hispanic,Investigation,3
623,False,False,False,True,False,Hispanic,Pre-Trial Motions,4
624,True,True,True,True,True,White,Initial Hearing/Arraignment,4
625,True,False,True,False,True,Hispanic,Pre-Trial Motions,1
626,False,False,True,True,True,White,Initial Hearing/Arraignment,3
627,False,True,False,True,False,Black,Investigation,3
628,True,True,False,False,True,Hispanic,Investigation,0
629,True,False,False,False,True,White,Investigation,0
630,True,True,True,True,False,White,Pre-Trial Motions,3
631,False,True,False,True,False,Hispanic,Initial Hearing/Arraignment,0
632,True,False,False,False,True,Black,Initial Hearing/Arraignment,0
633,True,True,True,True,False,Hispanic,Plea Bargaining,0
634,True,False,True,True,True,Other,Plea Bargaining,3
635,True,False,False,False,False,White,Initial Hearing/Arraignment,4
636,True,True,True,False,True,Hispanic,Plea Bargaining,0
637,False,False,True,True,False,Hispanic,Investigation,1
638,False,True,True,True,False,Other,Investigation,3
639,True,True,True,False,True,Other,Pre-Trial Motions,0
640,False,True,True,False,False,White,Initial Hearing/Arraignment,4
641,True,False,False,False,False,Other,Pre-Trial Motions,5
642,True,False,False,True,False,Black,Plea Bargaining,5
643,True,False,False,False,False,White,Investigation,5
644,False,False,False,False,False,White,Plea Bargaining,3
645,False,False,True,False,True,Hispanic,Plea Bargaining,1
646,False,True,True,True,False,Black,Plea Bargaining,2
647,True,True,False,False,True,Black,Investigation,3
648,True,True,True,False,False,Black,Investigation,3
649,False,False,False,True,False,Other,Pre-Trial Motions,1
650,False,False,True,False,False,White,Initial Hearing/Arraignment,3
651,False,False,True,False,True,White,Initial Hearing/Arraignment,3
652,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,1
653,True,True,True,False,False,White,Initial Hearing/Arraignment,3
654,True,False,False,False,False,Hispanic,Initial Hearing/Arraignment,4
655,False,True,True,True,False,White,Initial Hearing/Arraignment,1
656,False,False,False,True,False,Black,Plea Bargaining,3
657,True,False,False,True,False,Black,Investigation,1
658,True,False,False,False,False,Hispanic,Investigation,4
659,True,False,True,True,True,Hispanic,Pre-Trial Motions,0
660,False,False,False,False,False,Hispanic,Investigation,2
661,False,False,False,True,False,White,Investigation,5
662,True,True,False,True,True,White,Pre-Trial Motions,1
663,False,True,True,False,True,White,Initial Hearing/Arraignment,0
664,False,False,False,True,False,White,Investigation,1
665,False,True,True,True,False,Other,Plea Bargaining,4
666,True,True,False,False,True,White,Pre-Trial Motions,1
667,False,False,False,True,False,Hispanic,Plea Bargaining,1
668,False,True,True,True,False,White,Investigation,3
669,True,True,False,False,False,Other,Initial Hearing/Arraignment,3
670,False,True,False,False,False,Other,Pre-Trial Motions,1
671,True,True,True,True,False,White,Pre-Trial Motions,2
672,True,True,False,True,False,Other,Initial Hearing/Arraignment,2
673,True,False,True,True,False,Other,Pre-Trial Motions,1
674,True,False,True,True,False,Black,Investigation,4
675,False,False,True,False,False,Hispanic,Initial Hearing/Arraignment,1
676,False,False,False,False,False,White,Investigation,4
677,False,True,True,True,False,Other,Pre-Trial Motions,4
678,True,False,True,True,True,Hispanic,Initial Hearing/Arraignment,3
679,False,False,False,False,False,Black,Plea Bargaining,4
680,True,True,False,True,False,Other,Initial Hearing/Arraignment,2
681,True,False,False,True,True,Black,Investigation,3
682,False,False,False,True,True,Black,Pre-Trial Motions,3
683,True,False,False,False,True,White,Plea Bargaining,3
684,True,False,True,True,True,Black,Investigation,2
685,False,True,False,True,False,Black,Plea Bargaining,2
686,False,False,True,True,True,Black,Investigation,5
687,False,False,True,True,False,White,Investigation,4
688,True,False,False,True,False,Hispanic,Pre-Trial Motions,3
689,False,True,False,False,True,Hispanic,Plea Bargaining,1
690,False,True,False,True,False,White,Initial Hearing/Arraignment,1
691,False,True,True,False,True,Hispanic,Pre-Trial Motions,5
692,True,False,False,True,False,Hispanic,Initial Hearing/Arraignment,3
693,False,False,False,False,True,White,Pre-Trial Motions,1
694,False,True,False,False,True,Hispanic,Plea Bargaining,0
695,True,False,False,False,False,Other,Investigation,2
696,True,False,False,True,True,Hispanic,Plea Bargaining,1
697,False,True,False,True,False,Other,Investigation,2
698,True,True,False,True,False,White,Investigation,1
699,False,False,True,False,True,White,Pre-Trial Motions,5
700,False,False,False,False,True,Other,Investigation,2
701,False,False,True,False,False,Other,Initial Hearing/Arraignment,2
702,False,False,False,False,True,Other,Pre-Trial Motions,1
703,True,True,True,True,False,Hispanic,Plea Bargaining,4
704,True,False,True,True,False,Other,Investigation,1
705,True,True,True,False,False,Hispanic,Plea Bargaining,1
706,True,True,True,True,True,Other,Pre-Trial Motions,2
707,True,True,False,False,True,Other,Pre-Trial Motions,2
708,True,True,False,True,False,White,Plea Bargaining,4
709,True,True,True,False,True,Other,Investigation,0
710,False,False,False,False,True,White,Initial Hearing/Arraignment,0
711,True,True,False,False,True,Other,Investigation,5
712,False,False,True,True,True,Hispanic,Initial Hearing/Arraignment,4
713,False,False,True,False,True,White,Investigation,2
714,True,False,False,False,False,Black,Investigation,5
715,True,False,True,False,True,White,Pre-Trial Motions,1
716,True,True,True,True,True,White,Plea Bargaining,2
717,True,True,True,True,True,White,Pre-Trial Motions,5
718,True,True,False,False,True,Black,Initial Hearing/Arraignment,3
719,True,False,False,True,True,Other,Investigation,4
720,True,False,False,False,False,Hispanic,Pre-Trial Motions,2
721,False,True,False,True,False,White,Investigation,3
722,False,False,True,True,False,White,Pre-Trial Motions,2
723,True,True,True,False,True,Other,Investigation,2
724,True,False,False,True,True,Hispanic,Initial Hearing/Arraignment,0
725,True,False,True,False,False,White,Plea Bargaining,5
726,False,False,False,False,False,Hispanic,Investigation,1
727,False,False,True,True,False,Black,Plea Bargaining,2
728,False,False,False,True,True,Hispanic,Initial Hearing/Arraignment,2
729,True,True,False,False,False,Black,Pre-Trial Motions,1
730,False,True,False,True,True,Hispanic,Plea Bargaining,0
731,True,False,False,True,False,Other,Investigation,3
732,False,False,False,True,True,Other,Initial Hearing/Arraignment,1
733,True,False,True,False,False,Black,Plea Bargaining,2
734,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,3
735,True,True,True,True,True,Black,Pre-Trial Motions,2
736,True,False,True,False,False,Other,Investigation,3
737,False,False,False,True,False,Black,Plea Bargaining,4
738,False,False,True,False,True,Hispanic,Pre-Trial Motions,3
739,True,True,False,True,False,Black,Investigation,1
740,True,True,False,False,False,White,Initial Hearing/Arraignment,1
741,False,False,False,True,True,Black,Plea Bargaining,3
742,False,True,True,True,True,Hispanic,Plea Bargaining,5
743,False,False,False,True,True,White,Investigation,2
744,False,True,False,False,False,White,Initial Hearing/Arraignment,4
745,False,True,True,False,True,Black,Investigation,5
746,True,True,False,True,False,White,Plea Bargaining,0
747,False,False,True,False,False,Black,Initial Hearing/Arraignment,4
748,False,False,False,True,False,Other,Plea Bargaining,2
749,False,True,False,True,True,White,Plea Bargaining,3
750,True,False,False,False,False,Hispanic,Investigation,3
751,True,False,True,True,False,Other,Investigation,1
752,False,True,False,True,False,Other,Plea Bargaining,0
753,False,True,True,False,True,Other,Investigation,1
754,False,False,False,True,True,White,Investigation,0
755,True,False,False,False,True,Other,Initial Hearing/Arraignment,0
756,True,True,True,True,False,Other,Investigation,0
757,False,True,False,True,True,Black,Plea Bargaining,5
758,False,True,True,False,True,Other,Initial Hearing/Arraignment,5
759,False,True,True,True,True,Hispanic,Initial Hearing/Arraignment,4
760,False,False,False,False,False,Black,Pre-Trial Motions,4
761,False,False,True,True,False,Black,Investigation,3
762,False,False,True,False,True,White,Pre-Trial Motions,3
